clean_text$retweets$favorites$sento_anal
Fully Charged Pulls Back The Skin On The Volvo V60 D5 PHEV Wagon Video $0.0$0.0$0.4498118460178375
Fully Charged Pulls Back The Skin On The Volvo V60 D5 PHEV Wagon Video $0.0$0.0$0.4498118460178375
Fully Charged Pulls Back The Skin On The V60 D5 PHEV Wagon Video Read more   VOLV B$0.0$0.0$0.5821523666381836
Fully Charged Pulls Back The Skin On The Volvo V60 D5 PHEV Wagon Video  by Kyle Field $1.0$0.0$0.4208952784538269
Fully Charged Pulls Back The Skin On The Volvo V60 D5 PHEV Wagon Video $0.0$0.0$0.4498118460178375
Fully Charged Pulls Back The Skin On The Volvo V60 D5 PHEV Wagon Video  lychargedpullsbackskinvolvov60d5phevwagonvideo …$0.0$2.0$0.4229050874710083
VOLVO V60 D2 Kinetic drive NAVI CART  CITY SAFETY  USB ETTURA IN OTTIMO STATO KM CERTIFICATI AUTO $0.0$0.0$0.45576781034469604
Volvo V60 with technology package It’s pretty cool actually$0.0$1.0$0.46266743540763855
Its very stylish and very capable Meet the V60 Cross Country See video review $1.0$1.0$0.2473609298467636
Black Beauty V60 CrossCounty T5 AWD available now at Volvo Cars of Manhattan $0.0$0.0$0.42157772183418274
New FW 8 released  V60 Facelift  using your Cruise Control added$0.0$0.0$-0.3801974058151245
Audi A4 Allroad vs Volvo V60 CrossCountry  на$0.0$0.0$0.41366899013519287
Road Test  Platinum  By Carl Malek  dtestreview2017volvov60crosscountryplatinumbycarlmalekWGGbbsrLdGctwitter …$1.0$0.0$0.508981466293335
Road Test Review – Volvo V60 Cross Country Platinum – By Carl Malek … $0.0$0.0$0.5062734484672546
Road Test Review – Volvo V60 Cross Country Platinum – By Carl Malek … $0.0$0.0$0.5062734484672546
Heading down south this winter Save up to 4000 and earn k miles on all Volvo V60 CC models $1.0$2.0$0.40396350622177124
Please RT Volvo V60 Polestar  First Drive Review $0.0$0.0$0.33910930156707764
Please RT Volvo V60 Polestar  First Drive Review $0.0$0.0$0.33910930156707764
The Volvo V60 Cross Country is comfortable has lots of safety tech and all the practicality youre liable to need  volvov60crosscountryreview …$0.0$3.0$0.5920819044113159
The is certainly not a car to miss as it has no problems keeping up with the competition  starwagonreviewcoty201612 …$0.0$0.0$0.38904088735580444
I liked a video  Volvo V60 Polestar  Eerience a racing car for everyday life$0.0$0.0$0.32809528708457947
Volvo V60 Cross Country D4 FWD Summum Geartronic Intel bj 01km EUR 0000 $0.0$0.0$0.4568151533603668
VOLVO V60 CC Cross Country D3 Geartronic Business 00 € IVA esposta $0.0$0.0$0.45441770553588867
VOLVO V60 D3 Business Edition Geartronic 90 € IVA esposta $0.0$0.0$0.4801335036754608
Best new car deals save £7850 on a Volvo V60 $0.0$0.0$0.3653104305267334
 Best new car deals save £7850 on a Volvo V60 $0.0$0.0$0.3653104305267334
Volvo V60 D3 pk Geartronic6 Ocean Race Business DAB   via$0.0$0.0$0.5800603628158569
Is Due For A Refresh   volvov60duerefresh … $0.0$0.0$0.4812370538711548
A Look Into The New bhp  polestarutmcampaigncrowdfireutmcontentcrowdfireutmmediumcialutmsourcetwitter …$0.0$2.0$0.5967268347740173
This is what the Volvo V60 could look like if it’s refreshed $0.0$0.0$0.32473549246788025
The Volvo V60 DH5 Diesel PlugIn Hybrid Fully Charged goes for a spin  dh5dieselplughybridfullychargedgoesspinhtml …$0.0$0.0$0.5092422366142273
